abm_id,customer_id,amount_cad,debit_credit,cash_indicator,country,province,city,transaction_date,transaction_time,trans_id,customer_id_1,country_1,province_1,city_1,industry_code,employee_count,sales,established_date,onboard_date,industry_code_1,industry
ABM00000000000011722,SYNCID0000009125,1404.1,credit,true,CA,ON,MISSISSAUGA,2022-11-29,09:00:57,ABM00000000000011722,SYNCID0000009125,CA,ON,LONDON,9619,2.0,156473.0,,2019-11-12,9619,"Other Motion Picture, Audio and Video Services"
ABM00000000000011093,SYNCID0000008613,103.66,credit,true,CA,ON,MISSISSAUGA,2022-11-29,16:23:47,ABM00000000000011093,SYNCID0000008613,CA,ON,NORTH YORK,6312,2.0,70390.0,2014-03-05,2023-05-07,6312,Automobile (Used) Dealers
ABM00000000000017148,SYNCID0000013675,1060.47,debit,true,CA,ON,NIAGARA FLS,2022-11-29,13:52:23,ABM00000000000017148,SYNCID0000013675,CA,,other,9959,2.0,0.0,2022-11-13,2022-11-20,9959,Other Services to Buildings and Dwellings
ABM00000000000012442,SYNCID0000009741,212.76,credit,true,CA,ON,ORANGEVILLE,2022-11-29,19:45:41,ABM00000000000012442,SYNCID0000009741,CA,MB,WINNIPEG,4021,1.0,134636.0,2020-05-26,2020-06-03,4021,Manufacturing and Light Industrial Building
ABM00000000000008342,SYNCID0000006268,312.8,debit,true,,,,2022-11-30,12:02:07,ABM00000000000008342,SYNCID0000006268,CA,,other,5529,1.0,632631.0,2016-08-15,,5529,"Other Motor Vehicle Parts and Accessories, Wholesale"
ABM00000000000007699,SYNCID0000005846,922.95,debit,true,,,,2022-11-30,10:29:21,ABM00000000000007699,SYNCID0000005846,CA,ON,LISTOWEL,8639,0.0,,2000-05-01,2009-12-25,8639,Other Non-Institutional Health Services
ABM00000000000014512,SYNCID0000011574,127.13,debit,true,,,,2022-11-30,03:19:15,ABM00000000000014512,SYNCID0000011574,CA,AB,CALGARY,9631,3.0,0.0,2013-08-24,2012-11-04,9631,Entertainment Production Companies and Artists
ABM00000000000007760,SYNCID0000005857,422.35,credit,true,CA,,other,2022-11-30,16:08:29,ABM00000000000007760,SYNCID0000005857,CA,,other,9699,0.0,0.0,2022-08-03,2022-12-08,9699,Other Amusement and Recreational Services n.e.c.
ABM00000000000008643,SYNCID0000006499,161.1,debit,false,other,,other,2022-11-30,10:08:29,ABM00000000000008643,SYNCID0000006499,CA,,other,9212,1.0,99923.0,2013-10-02,2013-10-27,9212,"Restaurants, Unlicensed (including Drive-Ins)"
ABM00000000000009327,SYNCID0000007127,2238.88,credit,false,CA,,other,2022-11-30,18:08:17,ABM00000000000009327,SYNCID0000007127,CA,,other,8665,3.0,789807.0,2014-07-25,2014-12-31,8665,Offices of Physiotherapists-Occupational Therapists
ABM00000000000008648,SYNCID0000006499,1030.35,debit,true,CA,,other,2022-11-30,10:18:29,ABM00000000000008648,SYNCID0000006499,CA,,other,9212,1.0,99923.0,2013-10-02,2013-10-27,9212,"Restaurants, Unlicensed (including Drive-Ins)"
ABM00000000000017071,SYNCID0000013650,109.91,credit,true,other,,other,2022-11-30,17:56:21,ABM00000000000017071,SYNCID0000013650,CA,ON,OAKVILLE,5919,,1514135.0,,,5919,"Other Waste Materials, Wholesale"
ABM00000000000009887,SYNCID0000007441,415.25,debit,true,CA,,other,2022-11-30,20:56:59,ABM00000000000009887,SYNCID0000007441,CA,AB,CALGARY,7752,1.0,0.0,2021-03-24,2022-02-01,7752,Offices of Engineers
ABM00000000000017718,SYNCID0000014183,9815.31,credit,false,CA,,other,2022-11-30,11:11:57,ABM00000000000017718,SYNCID0000014183,CA,ON,KINGSTON,9611,,397483.0,2013-12-23,,9611,Motion Picture and Video Production
ABM00000000000016419,SYNCID0000013188,2361.53,credit,false,CA,,other,2022-11-30,09:19:14,ABM00000000000016419,SYNCID0000013188,CA,ON,KING CITY,9919,0.0,0.0,2012-04-05,2012-06-18,9919,Other Machinery and Equipment Rental and Leasing
ABM00000000000001887,SYNCID0000001447,733.87,debit,true,CA,,other,2022-11-30,16:27:15,ABM00000000000001887,SYNCID0000001447,CA,AB,EDMONTON,4272,1.0,,2022-03-12,2022-06-02,4272,Drywall Work
ABM00000000000012456,SYNCID0000009741,1043.82,debit,true,CA,,other,2022-11-30,17:40:21,ABM00000000000012456,SYNCID0000009741,CA,MB,WINNIPEG,4021,1.0,134636.0,2020-05-26,2020-06-03,4021,Manufacturing and Light Industrial Building
ABM00000000000003824,SYNCID0000002793,1846.66,credit,true,other,,other,2022-11-30,14:31:51,ABM00000000000003824,SYNCID0000002793,CA,ON,BOWMANVILLE,6399,1.0,,,2022-11-24,6399,Other Motor Vehicle Services n.e.c.
ABM00000000000005769,SYNCID0000004450,81.11,credit,true,CA,,other,2022-11-30,17:12:33,ABM00000000000005769,SYNCID0000004450,CA,,other,4224,4.0,,2005-01-16,,4224,Concrete Pouring and Finishing
ABM00000000000013742,SYNCID0000010994,42.38,credit,true,CA,,other,2022-11-30,18:06:59,ABM00000000000013742,SYNCID0000010994,CA,ON,BRACEBRIDGE,6399,1.0,,2022-01-03,2022-07-26,6399,Other Motor Vehicle Services n.e.c.
ABM00000000000012153,SYNCID0000009577,2509.25,debit,true,CA,,other,2022-11-30,00:27:21,ABM00000000000012153,SYNCID0000009577,CA,ON,WHITBY,9221,1.0,0.0,2013-07-07,2013-09-08,9221,"Taverns, Bars and Night Clubs"
ABM00000000000019603,SYNCID0000015468,123.25,debit,true,other,,other,2022-11-30,19:40:38,ABM00000000000019603,SYNCID0000015468,CA,AB,,9699,1.0,47302.0,,2012-08-25,9699,Other Amusement and Recreational Services n.e.c.
ABM00000000000021303,SYNCID0000016696,411.44,credit,false,CA,,other,2022-11-30,10:15:20,ABM00000000000021303,SYNCID0000016696,CA,,other,9221,1.0,28985.0,2017-02-25,2023-07-15,9221,"Taverns, Bars and Night Clubs"
ABM00000000000006097,SYNCID0000004741,525.15,debit,true,CA,,other,2022-11-30,12:59:16,ABM00000000000006097,SYNCID0000004741,CA,ON,NIAGARA FALLS,9851,1.0,12100.0,1994-10-27,1999-11-11,9851,Political Organizations
ABM00000000000019843,SYNCID0000015719,2680.77,credit,false,CA,,other,2022-11-30,11:51:00,ABM00000000000019843,SYNCID0000015719,CA,ON,BELLEVILLE,7512,1.0,,2021-01-26,,7512,Operators of Non-Residential Buildings
ABM00000000000000834,SYNCID0000000632,108.97,debit,true,CA,,other,2022-11-30,13:33:11,ABM00000000000000834,SYNCID0000000632,CA,,other,8521,1.0,0.0,2022-08-06,2022-10-06,8521,Post-Secondary Non-University Education
ABM00000000000019559,SYNCID0000015452,32.05,debit,true,CA,,other,2022-11-30,09:30:51,ABM00000000000019559,SYNCID0000015452,CA,ON,RICHMOND HILL,7512,1.0,0.0,2019-08-06,2019-11-03,7512,Operators of Non-Residential Buildings
ABM00000000000002193,SYNCID0000001650,517.35,credit,true,other,,other,2022-11-30,09:59:48,ABM00000000000002193,SYNCID0000001650,CA,,other,6221,2.0,87911.0,2017-11-22,2021-12-26,6221,"Appliance, Television, Radio and Stereo Stores"
ABM00000000000004340,SYNCID0000003142,106.04,debit,true,CA,,other,2022-11-30,19:55:27,ABM00000000000004340,SYNCID0000003142,CA,,other,4022,1.0,0.0,2020-07-14,2020-11-06,4022,Commercial Building
ABM00000000000006023,SYNCID0000004661,31.76,debit,true,CA,,other,2022-11-30,11:55:03,ABM00000000000006023,SYNCID0000004661,CA,,other,9851,1.0,20161.0,2018-11-04,2020-12-13,9851,Political Organizations
ABM00000000000005667,SYNCID0000004397,31981.62,credit,false,CA,,other,2022-11-30,19:40:09,ABM00000000000005667,SYNCID0000004397,CA,ON,NEWMARKET,9951,1.0,91278.0,1992-01-01,2000-08-24,9951,Disinfecting and Exterminating Services
ABM00000000000005770,SYNCID0000004450,637.76,credit,false,CA,,other,2022-11-30,15:03:15,ABM00000000000005770,SYNCID0000004450,CA,,other,4224,4.0,,2005-01-16,,4224,Concrete Pouring and Finishing
ABM00000000000020647,SYNCID0000016209,214.79,debit,true,CA,,other,2022-11-30,23:22:56,ABM00000000000020647,SYNCID0000016209,CA,BC,COQUITLAM,4821,20.0,1198980.0,2018-06-12,2018-12-04,4821,Telecommunication Carriers Industry
ABM00000000000000644,SYNCID0000000448,434.51,debit,true,CA,,other,2022-11-30,21:09:10,ABM00000000000000644,SYNCID0000000448,CA,ON,BRAMPTON,6412,0.0,0.0,2017-05-22,2017-10-24,6412,General Stores
ABM00000000000019593,SYNCID0000015468,419.64,debit,true,CA,ON,BARRIE,2022-11-30,11:44:28,ABM00000000000019593,SYNCID0000015468,CA,AB,,9699,1.0,47302.0,,2012-08-25,9699,Other Amusement and Recreational Services n.e.c.
ABM00000000000002399,SYNCID0000001799,61.69,credit,true,CA,ON,BARRIE,2022-11-30,19:33:26,ABM00000000000002399,SYNCID0000001799,CA,ON,BANCROFT,4931,1.0,0.0,2021-02-18,2021-10-23,4931,Water Systems Industry
ABM00000000000016895,SYNCID0000013523,1110.5,credit,true,CA,ON,BARRIE,2022-11-30,12:00:29,ABM00000000000016895,SYNCID0000013523,CA,ON,TORONTO,8654,5.0,663911.0,1995-06-13,1995-11-26,8654,"Offices of Dentists, Specialists"
ABM00000000000021370,SYNCID0000016739,233.95,debit,true,CA,ON,GUELPH,2022-11-30,18:52:43,ABM00000000000021370,SYNCID0000016739,CA,ON,TORONTO,9114,1.0,81935.0,,2020-11-17,9114,Guest Houses and Tourist Homes
ABM00000000000012713,SYNCID0000009990,1056.09,debit,true,CA,ON,GUELPH,2022-11-30,12:22:58,ABM00000000000012713,SYNCID0000009990,CA,,other,5221,1.0,,2016-09-17,2016-04-06,5221,"Beverages, Wholesale"
ABM00000000000003875,SYNCID0000002810,534.08,debit,false,CA,ON,LONDON,2022-11-30,16:24:44,ABM00000000000003875,SYNCID0000002810,CA,AB,GRANDE PRAIRIE,8699,3.0,1102905.0,2021-05-22,,8699,Other Health and Social Service Associations and Agencies
ABM00000000000007295,SYNCID0000005561,524.63,debit,true,CA,ON,LONDON,2022-11-30,10:31:38,ABM00000000000007295,SYNCID0000005561,CA,ON,MISSISSAUGA,4229,,,2001-08-11,2000-11-26,4229,Other Structural and Related Work
ABM00000000000011080,SYNCID0000008613,1065.53,credit,true,CA,ON,MILTON,2022-11-30,06:52:31,ABM00000000000011080,SYNCID0000008613,CA,ON,NORTH YORK,6312,2.0,70390.0,2014-03-05,2023-05-07,6312,Automobile (Used) Dealers
ABM00000000000021635,SYNCID0000017015,451.44,credit,false,CA,ON,OTTAWA,2022-11-30,13:12:13,ABM00000000000021635,SYNCID0000017015,CA,AB,CALGARY,8621,1.0,20544.0,2021-07-06,2021-10-21,8621,Homes for Personal and Nursing Care
ABM00000000000012095,SYNCID0000009521,1037.82,debit,true,CA,AB,CALGARY,2022-11-30,17:44:16,ABM00000000000012095,SYNCID0000009521,CA,,other,9654,0.0,0.0,,2000-10-13,9654,Boat Rentals and Marinas
ABM00000000000015586,SYNCID0000012574,1029.49,debit,true,CA,AB,CALGARY,2022-11-30,18:12:42,ABM00000000000015586,SYNCID0000012574,CA,ON,CAMBRIDGE,8132,1.0,,1993-09-13,2003-07-07,8132,Immigration Services
ABM00000000000011358,SYNCID0000008801,1058.43,credit,true,CA,BC,KELOWNA,2022-11-30,16:56:06,ABM00000000000011358,SYNCID0000008801,CA,ON,ETOBICOKE,6562,1.0,14578.0,2022-09-01,2023-01-15,6562,Watch and Jewellery Repair Shops
ABM00000000000011710,SYNCID0000009106,540.13,debit,true,CA,BC,KELOWNA,2022-11-30,13:33:19,ABM00000000000011710,SYNCID0000009106,CA,,other,4011,1.0,41003.0,2000-04-22,2000-05-07,4011,Single Family Housing
ABM00000000000002200,SYNCID0000001650,61.76,debit,true,CA,BC,LANGLEY,2022-11-30,14:53:08,ABM00000000000002200,SYNCID0000001650,CA,,other,6221,2.0,87911.0,2017-11-22,2021-12-26,6221,"Appliance, Television, Radio and Stereo Stores"
ABM00000000000012959,SYNCID0000010242,1042.58,debit,true,CA,ON,MARKHAM,2022-11-30,14:55:32,ABM00000000000012959,SYNCID0000010242,CA,BC,VICTORIA,9639,1.0,90471.0,1982-09-16,2007-12-06,9639,Other Theatrical and Staged Entertainment Services
ABM00000000000001807,SYNCID0000001299,207.53,debit,true,CA,ON,MARKHAM,2022-11-30,12:24:21,ABM00000000000001807,SYNCID0000001299,CA,ON,,6342,1.0,0.0,2023-11-05,2023-12-07,6342,"Tire, Battery, Parts and Accessories Stores"
ABM00000000000005521,SYNCID0000004253,8321.5,credit,false,CA,ON,TORONTO,2022-11-30,18:51:31,ABM00000000000005521,SYNCID0000004253,CA,SK,REGINA,4277,1.0,136309.0,2018-04-22,2018-12-01,4277,Hardwood Flooring Installation
ABM00000000000012934,SYNCID0000010221,1059.42,credit,true,CA,ON,TORONTO,2022-11-30,15:57:54,ABM00000000000012934,SYNCID0000010221,CA,ON,LISTOWEL,4278,3.0,0.0,,,4278,Resilient Flooring and Carpet Work
ABM00000000000019565,SYNCID0000015452,1033.58,debit,true,CA,ON,TORONTO,2022-11-30,21:56:01,ABM00000000000019565,SYNCID0000015452,CA,ON,RICHMOND HILL,7512,1.0,0.0,2019-08-06,2019-11-03,7512,Operators of Non-Residential Buildings
ABM00000000000009602,SYNCID0000007243,2135.7,credit,false,CA,ON,TORONTO,2022-11-30,15:17:29,ABM00000000000009602,SYNCID0000007243,CA,ON,BRAMPTON,4581,2.0,0.0,2023-06-07,2023-09-29,4581,Taxicab Industry
ABM00000000000011925,SYNCID0000009273,1075.7,debit,true,CA,ON,TORONTO,2022-11-30,17:50:40,ABM00000000000011925,SYNCID0000009273,CA,AB,EDMONTON,7752,1.0,0.0,2019-12-15,,7752,Offices of Engineers
ABM00000000000015930,SYNCID0000012801,512.62,debit,true,CA,ON,BRAMPTON,2022-11-30,14:27:46,ABM00000000000015930,SYNCID0000012801,CA,ON,TORONTO,9212,,,2011-11-23,,9212,"Restaurants, Unlicensed (including Drive-Ins)"
ABM00000000000011083,SYNCID0000008613,644.58,credit,true,CA,QC,GATINEAU,2022-11-30,10:34:28,ABM00000000000011083,SYNCID0000008613,CA,ON,NORTH YORK,6312,2.0,70390.0,2014-03-05,2023-05-07,6312,Automobile (Used) Dealers
ABM00000000000018881,SYNCID0000014863,1028.76,debit,true,CA,ON,HAMILTON,2022-11-30,16:25:14,ABM00000000000018881,SYNCID0000014863,CA,ON,TORONTO,9141,4.0,,2018-03-25,2018-07-30,9141,Outfitters (Hunting and Fishing Camps)
ABM00000000000011970,SYNCID0000009344,190.2,debit,true,CA,ON,HAMILTON,2022-11-30,19:30:06,ABM00000000000011970,SYNCID0000009344,CA,,other,4278,0.0,0.0,1984-10-07,1991-11-19,4278,Resilient Flooring and Carpet Work
ABM00000000000002248,SYNCID0000001703,1855.14,credit,true,CA,ON,KINGSTON,2022-11-30,12:30:13,ABM00000000000002248,SYNCID0000001703,CA,ON,WHITBY,4931,2.0,116237.0,2020-07-28,,4931,Water Systems Industry
ABM00000000000013405,SYNCID0000010597,205.82,credit,false,CA,QC,MONTREAL,2022-11-30,10:33:46,ABM00000000000013405,SYNCID0000010597,CA,,other,3999,,110886.0,2002-02-18,,3999,Other Manufactured Products Industries n.e.c.
ABM00000000000012107,SYNCID0000009527,285.4,debit,true,CA,QC,MONTREAL,2022-11-30,11:27:27,ABM00000000000012107,SYNCID0000009527,CA,,other,8665,1.0,40737.0,2004-01-20,2005-04-02,8665,Offices of Physiotherapists-Occupational Therapists
ABM00000000000000835,SYNCID0000000632,105.86,credit,true,CA,MB,WINNIPEG,2022-11-30,15:51:51,ABM00000000000000835,SYNCID0000000632,CA,,other,8521,1.0,0.0,2022-08-06,2022-10-06,8521,Post-Secondary Non-University Education
ABM00000000000010814,SYNCID0000008433,963.36,credit,false,CA,MB,WINNIPEG,2022-11-30,12:38:47,ABM00000000000010814,SYNCID0000008433,CA,ON,,7749,2.0,535129.0,2012-12-22,2021-09-23,7749,Other Advertising Services
ABM00000000000019746,SYNCID0000015618,45.77,credit,true,CA,MB,WINNIPEG,2022-11-30,11:24:34,ABM00000000000019746,SYNCID0000015618,CA,QC,QUEBEC,8132,1.0,,,,8132,Immigration Services
ABM00000000000009652,SYNCID0000007263,1026.48,debit,true,CA,ON,BRANTFORD,2022-11-30,13:48:26,ABM00000000000009652,SYNCID0000007263,CA,ON,MISSISSAUGA,9961,0.0,46119.0,2008-06-12,,9961,Ticket and Travel Agencies
ABM00000000000007600,SYNCID0000005798,64.86,debit,false,CA,NS,DARTMOUTH,2022-11-30,13:14:52,ABM00000000000007600,SYNCID0000005798,CA,QC,BLAINVILLE,4279,1.0,,2005-03-15,2005-10-24,4279,Other Interior and Finishing Work
ABM00000000000018137,SYNCID0000014471,533.49,credit,false,CA,ON,KITCHENER,2022-11-30,12:41:18,ABM00000000000018137,SYNCID0000014471,CA,,other,6342,2.0,0.0,2023-05-07,2023-10-27,6342,"Tire, Battery, Parts and Accessories Stores"
ABM00000000000001102,SYNCID0000000833,8105.11,credit,false,CA,ON,NORTHYORK,2022-11-30,11:43:52,ABM00000000000001102,SYNCID0000000833,CA,ON,MISSISSAUGA,4565,2.0,115659.0,2015-01-14,2015-10-26,4565,Forest Products Trucking Industry
ABM00000000000002268,SYNCID0000001703,215.65,debit,true,CA,ON,PICKERING,2022-11-30,10:30:22,ABM00000000000002268,SYNCID0000001703,CA,ON,WHITBY,4931,2.0,116237.0,2020-07-28,,4931,Water Systems Industry
ABM00000000000016484,SYNCID0000013251,1240.75,credit,false,CA,SK,SASKATOON,2022-11-30,13:56:19,ABM00000000000016484,SYNCID0000013251,CA,,other,3971,1.0,89882.0,1986-10-21,2011-04-19,3971,Sign and Display Industry
ABM00000000000000577,SYNCID0000000398,1060.93,debit,true,CA,BC,VANCOUVER,2022-11-30,21:34:00,ABM00000000000000577,SYNCID0000000398,CA,AB,CALGARY,6596,1.0,80428.0,1996-09-10,,6596,Pet Stores
ABM00000000000004408,SYNCID0000003169,21.1,debit,true,CA,ON,BURLINGTON,2022-11-30,22:01:34,ABM00000000000004408,SYNCID0000003169,CA,ON,OAKVILLE,6541,0.0,0.0,2014-08-04,2014-09-22,6541,Sporting Goods Stores
ABM00000000000002416,SYNCID0000001799,217.56,debit,true,CA,NS,COLEHARBOUR,2022-11-30,13:04:09,ABM00000000000002416,SYNCID0000001799,CA,ON,BANCROFT,4931,1.0,0.0,2021-02-18,2021-10-23,4931,Water Systems Industry
ABM00000000000007258,SYNCID0000005535,1051.27,debit,true,CA,ON,MISSISSAUGA,2022-11-30,16:25:20,ABM00000000000007258,SYNCID0000005535,CA,BC,MACKENZIE,4226,1.0,,,2018-03-08,4226,Rough and Framing Carpentry
ABM00000000000014518,SYNCID0000011589,1047.62,debit,true,CA,ON,NIAGARA FLS,2022-11-30,08:09:10,ABM00000000000014518,SYNCID0000011589,CA,ON,MISSISSAUGA,7722,1.0,,2016-11-14,2018-07-08,7722,Computer Equipment Maintenance and Repair
ABM00000000000012371,SYNCID0000009741,1267.16,debit,false,CA,ON,SCARBOROUGH,2022-11-30,12:56:34,ABM00000000000012371,SYNCID0000009741,CA,MB,WINNIPEG,4021,1.0,134636.0,2020-05-26,2020-06-03,4021,Manufacturing and Light Industrial Building
ABM00000000000005305,SYNCID0000004028,1124.08,credit,false,CA,ON,RICHMONDHILL,2022-11-30,17:27:25,ABM00000000000005305,SYNCID0000004028,CA,ON,other,9614,0.0,0.0,1997-03-08,1997-07-24,9614,Sound Recording Services
ABM00000000000002941,SYNCID0000002280,1057.41,debit,true,CA,ON,STCATHARINES,2022-11-30,13:22:14,ABM00000000000002941,SYNCID0000002280,CA,ON,BRAMPTON,8669,0.0,0.0,2009-09-06,2015-10-07,8669,Offices of Other Health Practitioners
ABM00000000000012102,SYNCID0000009521,188.41,debit,true,,,,2022-12-01,23:32:44,ABM00000000000012102,SYNCID0000009521,CA,,other,9654,0.0,0.0,,2000-10-13,9654,Boat Rentals and Marinas
ABM00000000000010145,SYNCID0000007767,347.66,debit,true,,,,2022-12-01,19:22:05,ABM00000000000010145,SYNCID0000007767,CA,NL,ST. JOHN'S,9741,1.0,0.0,2016-01-12,2016-07-10,9741,Private Households
ABM00000000000007401,SYNCID0000005608,210.86,debit,true,,,,2022-12-01,18:07:24,ABM00000000000007401,SYNCID0000005608,CA,SK,REGINA,4214,,260008.0,2004-06-27,2007-08-25,4214,Excavating and Grading
ABM00000000000000643,SYNCID0000000448,433.59,debit,true,,,,2022-12-01,16:31:01,ABM00000000000000643,SYNCID0000000448,CA,ON,BRAMPTON,6412,0.0,0.0,2017-05-22,2017-10-24,6412,General Stores
ABM00000000000008824,SYNCID0000006644,877.88,debit,true,CA,ON,AJAX,2022-12-01,23:05:17,ABM00000000000008824,SYNCID0000006644,CA,,other,7752,3.0,615320.0,1982-08-09,,7752,Offices of Engineers
ABM00000000000003398,SYNCID0000002529,1038.4,debit,true,CA,ON,AJAX,2022-12-01,18:16:30,ABM00000000000003398,SYNCID0000002529,CA,BC,KELOWNA,8132,1.0,133238.0,,2022-08-25,8132,Immigration Services
ABM00000000000004991,SYNCID0000003677,415.36,credit,true,CA,ON,AJAX,2022-12-01,19:47:21,ABM00000000000004991,SYNCID0000003677,CA,ON,TORONTO,9221,1.0,11603.0,2011-05-02,2011-11-01,9221,"Taverns, Bars and Night Clubs"
ABM00000000000016142,SYNCID0000012921,1061.98,debit,true,CA,QC,LAVAL,2022-12-01,15:04:13,ABM00000000000016142,SYNCID0000012921,CA,AB,CALGARY,6532,4.0,282588.0,2018-05-20,2023-12-08,6532,"Paint, Glass and Wallpaper Stores"
ABM00000000000014242,SYNCID0000011315,1256.72,credit,false,CA,QC,LAVAL,2022-12-01,07:58:16,ABM00000000000014242,SYNCID0000011315,CA,QC,MONTREAL,9741,15.0,597642.0,2022-09-11,2023-06-13,9741,Private Households
ABM00000000000008707,SYNCID0000006526,1084.18,debit,true,other,,other,2022-12-01,08:55:38,ABM00000000000008707,SYNCID0000006526,CA,ON,OTTAWA,6213,6.0,661886.0,1990-02-20,2006-04-19,6213,Furniture Refinishing and Repair Shops
ABM00000000000020796,SYNCID0000016321,62.76,credit,true,CA,,other,2022-12-01,14:50:43,ABM00000000000020796,SYNCID0000016321,CA,AB,CALGARY,4233,1.0,,2022-01-10,2022-03-22,4233,Glass and Glazing Work
ABM00000000000004225,SYNCID0000003049,207.55,debit,true,CA,,other,2022-12-01,16:05:31,ABM00000000000004225,SYNCID0000003049,CA,AB,LEDUC,5511,2.0,717225.0,2020-08-27,2022-03-20,5511,"Automobiles, Wholesale"
ABM00000000000015802,SYNCID0000012697,94.41,credit,true,CA,,other,2022-12-01,19:24:18,ABM00000000000015802,SYNCID0000012697,CA,ON,BOWMANVILLE,3192,1.0,1.0,1997-09-25,1997-12-25,3192,Construction and Mining Machinery and Materials Handling Equipment Industry
ABM00000000000005771,SYNCID0000004450,1511.34,credit,false,CA,,other,2022-12-01,15:19:19,ABM00000000000005771,SYNCID0000004450,CA,,other,4224,4.0,,2005-01-16,,4224,Concrete Pouring and Finishing
ABM00000000000007591,SYNCID0000005780,420.0,debit,true,CA,,other,2022-12-01,14:22:42,ABM00000000000007591,SYNCID0000005780,CA,,other,3099,2.0,399024.0,2003-12-21,2003-12-24,3099,Other Metal Fabricating Industries n.e.c.
ABM00000000000017143,SYNCID0000013672,173.26,credit,true,other,,other,2022-12-01,11:00:39,ABM00000000000017143,SYNCID0000013672,CA,,other,4564,3.0,995857.0,2006-10-11,2006-11-29,4564,Dry Bulk Materials Trucking Industry
ABM00000000000012701,SYNCID0000009979,41.75,debit,true,CA,,other,2022-12-01,12:52:45,ABM00000000000012701,SYNCID0000009979,CA,ON,NEWMARKET,9959,1.0,1.0,2019-02-24,2020-06-22,9959,Other Services to Buildings and Dwellings
ABM00000000000016091,SYNCID0000012901,167.38,credit,true,other,,other,2022-12-01,17:28:30,ABM00000000000016091,SYNCID0000012901,CA,ON,SEVERN,4812,1.0,0.0,2021-03-12,2021-12-28,4812,Television Broadcasting Industry
ABM00000000000000483,SYNCID0000000284,219.49,credit,false,CA,,other,2022-12-01,16:55:13,ABM00000000000000483,SYNCID0000000284,CA,,other,7299,1.0,207634.0,,2018-09-19,7299,Other Investment Intermediaries n.e.c.
ABM00000000000018509,SYNCID0000014733,1183.53,credit,true,CA,,other,2022-12-01,17:31:45,ABM00000000000018509,SYNCID0000014733,CA,,other,2499,2.0,199972.0,,,2499,Other Clothing and Apparel Industries n.e.c.
ABM00000000000011859,SYNCID0000009225,1066.32,debit,true,CA,,other,2022-12-01,12:58:05,ABM00000000000011859,SYNCID0000009225,CA,,other,4216,0.0,0.0,2001-01-11,2001-10-17,4216,Asphalt Paving
ABM00000000000005237,SYNCID0000003992,3048.32,credit,false,CA,,other,2022-12-01,16:37:08,ABM00000000000005237,SYNCID0000003992,CA,BC,NANAIMO,4012,1.0,0.0,2017-01-16,2018-09-20,4012,Apartment and Other Multiple Housing
ABM00000000000006221,SYNCID0000004817,652.29,debit,true,other,,other,2022-12-01,18:31:59,ABM00000000000006221,SYNCID0000004817,CA,BC,SURREY,6413,2.0,410807.0,,2014-05-11,6413,Other General Merchandise Stores
ABM00000000000006334,SYNCID0000004881,417.67,debit,true,other,,other,2022-12-01,14:26:50,ABM00000000000006334,SYNCID0000004881,CA,,other,6541,1.0,,2022-06-01,2022-07-30,6541,Sporting Goods Stores
ABM00000000000019598,SYNCID0000015468,89.42,debit,true,other,,other,2022-12-01,16:37:06,ABM00000000000019598,SYNCID0000015468,CA,AB,,9699,1.0,47302.0,,2012-08-25,9699,Other Amusement and Recreational Services n.e.c.
ABM00000000000014057,SYNCID0000011191,942.46,credit,false,CA,,other,2022-12-01,15:17:45,ABM00000000000014057,SYNCID0000011191,CA,ON,OSHAWA,9693,0.0,221720.0,1980-03-24,2011-05-05,9693,"Dance Halls, Studios and Schools"
ABM00000000000015187,SYNCID0000012270,287.16,debit,true,CA,,other,2022-12-01,21:14:45,ABM00000000000015187,SYNCID0000012270,CA,ON,OTTAWA,8666,5.0,342218.0,2019-09-21,2023-05-12,8666,Offices of Optometrists
ABM00000000000012104,SYNCID0000009521,43.38,debit,true,CA,,other,2022-12-01,21:03:01,ABM00000000000012104,SYNCID0000009521,CA,,other,9654,0.0,0.0,,2000-10-13,9654,Boat Rentals and Marinas
ABM00000000000017141,SYNCID0000013672,638.31,credit,true,CA,,other,2022-12-01,12:45:31,ABM00000000000017141,SYNCID0000013672,CA,,other,4564,3.0,995857.0,2006-10-11,2006-11-29,4564,Dry Bulk Materials Trucking Industry
ABM00000000000018897,SYNCID0000014879,249.67,credit,true,CA,,other,2022-12-01,10:52:49,ABM00000000000018897,SYNCID0000014879,CA,,other,5621,0.0,,1980-05-26,2006-07-26,5621,"Hardware, Wholesale"
ABM00000000000010128,SYNCID0000007751,157.08,debit,true,CA,,other,2022-12-01,13:06:33,ABM00000000000010128,SYNCID0000007751,CA,,other,4023,,56238.0,2003-05-30,2018-11-22,4023,Institutional Building
ABM00000000000005819,SYNCID0000004497,1051.26,debit,true,other,,other,2022-12-01,08:34:55,ABM00000000000005819,SYNCID0000004497,CA,ON,KANATA,4842,1.0,0.0,,2022-03-04,4842,Courier Service Industry
ABM00000000000005781,SYNCID0000004450,161.58,debit,true,CA,,other,2022-12-01,17:45:30,ABM00000000000005781,SYNCID0000004450,CA,,other,4224,4.0,,2005-01-16,,4224,Concrete Pouring and Finishing
ABM00000000000013752,SYNCID0000010994,1349.31,credit,true,CA,,other,2022-12-01,17:55:48,ABM00000000000013752,SYNCID0000010994,CA,ON,BRACEBRIDGE,6399,1.0,,2022-01-03,2022-07-26,6399,Other Motor Vehicle Services n.e.c.
